id,store_id,num,name,month,week,day,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twenty_one,twenty_two,twenty_three,twenty_four,created_at,updated_at
97,1,4,TURNO 4 DE 45 HORAS,10,2,6,f,f,t,t,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.135646,2018-11-19 14:08:30.135646
98,1,4,TURNO 4 DE 45 HORAS,10,2,7,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.162194,2018-11-19 14:08:30.162194
99,1,4,TURNO 4 DE 45 HORAS,10,3,1,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.177557,2018-11-19 14:08:30.177557
100,1,4,TURNO 4 DE 45 HORAS,10,3,2,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.210308,2018-11-19 14:08:30.210308
101,1,4,TURNO 4 DE 45 HORAS,10,3,3,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.237673,2018-11-19 14:08:30.237673
102,1,4,TURNO 4 DE 45 HORAS,10,3,4,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.274537,2018-11-19 14:08:30.274537
103,1,4,TURNO 4 DE 45 HORAS,10,3,5,f,f,f,t,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.301713,2018-11-19 14:08:30.301713
104,1,4,TURNO 4 DE 45 HORAS,10,3,6,f,f,f,t,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.340403,2018-11-19 14:08:30.340403
105,1,4,TURNO 4 DE 45 HORAS,10,3,7,f,f,t,t,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.360942,2018-11-19 14:08:30.360942
106,1,4,TURNO 4 DE 45 HORAS,10,4,1,f,f,t,t,t,t,t,t,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.378575,2018-11-19 14:08:30.378575
107,1,4,TURNO 4 DE 45 HORAS,10,4,2,f,f,t,t,t,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:30.410086,2018-11-19 14:08:30.410086
108,1,4,TURNO 4 DE 45 HORAS,10,4,3,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.444092,2018-11-19 14:08:30.444092
109,1,4,TURNO 4 DE 45 HORAS,10,4,4,f,f,t,t,t,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:30.463488,2018-11-19 14:08:30.463488
110,1,4,TURNO 4 DE 45 HORAS,10,4,5,f,f,t,f,t,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:30.483124,2018-11-19 14:08:30.483124
111,1,4,TURNO 4 DE 45 HORAS,10,4,6,f,f,t,f,t,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:30.51639,2018-11-19 14:08:30.51639
112,1,4,TURNO 4 DE 45 HORAS,10,4,7,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.546943,2018-11-19 14:08:30.546943
113,1,5,TURNO 1 DE 36 HORAS,10,1,1,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.566108,2018-11-19 14:08:30.566108
114,1,5,TURNO 1 DE 36 HORAS,10,1,2,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.615262,2018-11-19 14:08:30.615262
115,1,5,TURNO 1 DE 36 HORAS,10,1,3,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.648453,2018-11-19 14:08:30.648453
116,1,5,TURNO 1 DE 36 HORAS,10,1,4,f,f,f,f,t,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:30.674473,2018-11-19 14:08:30.674473
117,1,5,TURNO 1 DE 36 HORAS,10,1,5,f,f,f,f,f,f,f,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:30.714917,2018-11-19 14:08:30.714917
118,1,5,TURNO 1 DE 36 HORAS,10,1,6,f,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:30.735794,2018-11-19 14:08:30.735794
119,1,5,TURNO 1 DE 36 HORAS,10,1,7,f,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:30.749149,2018-11-19 14:08:30.749149
120,1,5,TURNO 1 DE 36 HORAS,10,2,1,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.76681,2018-11-19 14:08:30.76681
121,1,5,TURNO 1 DE 36 HORAS,10,2,2,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.776843,2018-11-19 14:08:30.776843
122,1,5,TURNO 1 DE 36 HORAS,10,2,3,f,f,f,f,t,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:30.79332,2018-11-19 14:08:30.79332
123,1,5,TURNO 1 DE 36 HORAS,10,2,4,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.81152,2018-11-19 14:08:30.81152
124,1,5,TURNO 1 DE 36 HORAS,10,2,5,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.858198,2018-11-19 14:08:30.858198
125,1,5,TURNO 1 DE 36 HORAS,10,2,6,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.884809,2018-11-19 14:08:30.884809
126,1,5,TURNO 1 DE 36 HORAS,10,2,7,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.913662,2018-11-19 14:08:30.913662
127,1,5,TURNO 1 DE 36 HORAS,10,3,1,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.939565,2018-11-19 14:08:30.939565
128,1,5,TURNO 1 DE 36 HORAS,10,3,2,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:30.957668,2018-11-19 14:08:30.957668
129,1,5,TURNO 1 DE 36 HORAS,10,3,3,f,f,f,t,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:30.979982,2018-11-19 14:08:30.979982
130,1,5,TURNO 1 DE 36 HORAS,10,3,4,f,f,f,t,t,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:30.991688,2018-11-19 14:08:30.991688
131,1,5,TURNO 1 DE 36 HORAS,10,3,5,f,f,f,f,f,f,f,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:31.003578,2018-11-19 14:08:31.003578
132,1,5,TURNO 1 DE 36 HORAS,10,3,6,f,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:31.013733,2018-11-19 14:08:31.013733
133,1,5,TURNO 1 DE 36 HORAS,10,3,7,f,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:31.031985,2018-11-19 14:08:31.031985
134,1,5,TURNO 1 DE 36 HORAS,10,4,1,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:31.061527,2018-11-19 14:08:31.061527
135,1,5,TURNO 1 DE 36 HORAS,10,4,2,f,f,f,f,t,t,t,t,t,t,t,f,f,f,f,f,2018-11-19 14:08:31.081819,2018-11-19 14:08:31.081819
136,1,5,TURNO 1 DE 36 HORAS,10,4,3,f,f,f,f,t,t,t,t,t,t,t,t,f,f,f,f,2018-11-19 14:08:31.097368,2018-11-19 14:08:31.097368
137,1,5,TURNO 1 DE 36 HORAS,10,4,4,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-11-19 14:08:31.117888,2018-11-19 14:08:31.117888
